TID,KEY,TIME,I,WND,PRED_WND
2112,2010-12,2010092006,3,25,28.096171239808427
2112,2010-12,2010092012,2,18,25.202498227573415
2112,2010-12,2010092018,1,16,27.939953532103118
2112,2010-12,2010092100,1,12,25.51951515023012
2112,2010-12,2010092106,0,10,14.653360382172082
2112,2010-12,2010092112,0,10,8.6350946041037
2112,2010-12,2010092118,0,10,9.075827475966832
2113,2010-13,2010092206,2,20,23.63057208962954
2113,2010-13,2010092212,2,23,23.617128650821257
2113,2010-13,2010092218,3,25,28.106858737527602
2113,2010-13,2010092300,3,30,26.486303356444637
2113,2010-13,2010092306,4,33,28.51027834601979
2113,2010-13,2010092312,4,35,32.069706110700395
2113,2010-13,2010092318,4,35,33.08687501603811
2113,2010-13,2010092400,4,40,38.72480232042733
2113,2010-13,2010092406,5,45,39.03522906182826
2113,2010-13,2010092412,5,45,37.87143933987784
2113,2010-13,2010092418,5,45,35.83110862100136
2113,2010-13,2010092500,4,40,41.09774756063905
2113,2010-13,2010092506,4,40,43.889263036465934
2113,2010-13,2010092512,9,33,39.20058223721321
2113,2010-13,2010092518,9,28,36.58028276435954
2113,2010-13,2010092600,9,25,27.100869118711728
2114,2010-14,2010100612,1,12,14.749649816759927
2114,2010-14,2010100618,1,12,14.935633116778547
2114,2010-14,2010100700,1,12,14.892832658678799
2114,2010-14,2010100706,1,12,10.254302231331508
2114,2010-14,2010100712,0,10,10.591394695838972
2114,2010-14,2010100718,0,10,11.288515560075439
2114,2010-14,2010100800,0,10,12.319523986974843
2114,2010-14,2010100806,0,10,13.915079502834942
2114,2010-14,2010100812,0,10,11.156920485935245
2114,2010-14,2010100818,0,10,12.326350214064917
2114,2010-14,2010100900,0,10,12.924199515648297
2114,2010-14,2010100906,0,10,12.8360522957542
2114,2010-14,2010100912,0,10,12.501746951859445
2114,2010-14,2010100918,1,12,12.275239678333264
2114,2010-14,2010101000,1,12,11.7208742838219
2114,2010-14,2010101006,1,12,11.534509340019042
2115,2010-15,2010101500,4,33,30.0501112146772
2115,2010-15,2010101506,4,35,32.58798195873112
2115,2010-15,2010101512,4,35,33.16648796304406
2115,2010-15,2010101518,4,40,38.550677283442326
2115,2010-15,2010101600,4,40,39.96380372510686
2115,2010-15,2010101606,4,40,39.99055444173308
2115,2010-15,2010101612,5,45,37.403309912814166
2115,2010-15,2010101618,5,50,43.42134565906247
2115,2010-15,2010101700,6,60,40.47128618775025
2115,2010-15,2010101706,6,65,38.9212168421451
2115,2010-15,2010101712,6,72,46.1177190323894
2115,2010-15,2010101718,6,72,50.786240178324306
2115,2010-15,2010101800,6,70,61.9552184128691
2115,2010-15,2010101806,6,60,63.70118435464968
2115,2010-15,2010101812,5,50,69.12309910728266
2115,2010-15,2010101818,5,50,63.967290120341374
2115,2010-15,2010101900,5,45,58.332444592046215
2115,2010-15,2010101906,5,45,42.34717836921425
2115,2010-15,2010101912,5,45,31.441428727721814
2115,2010-15,2010101918,5,50,38.19995977099353
2115,2010-15,2010102000,5,50,34.10035303283536
2115,2010-15,2010102006,5,50,37.66452209296443
2115,2010-15,2010102012,5,50,39.64919932580261
2115,2010-15,2010102018,5,50,47.01421653119826
2115,2010-15,2010102100,5,50,44.97941171514299
2115,2010-15,2010102106,5,50,42.85786912182567
2115,2010-15,2010102112,5,50,41.90732023670148
2115,2010-15,2010102118,5,50,41.82230348743275
2115,2010-15,2010102200,5,45,41.85632396380805
2115,2010-15,2010102206,5,45,41.58778660149795
2115,2010-15,2010102212,4,40,41.23718252590095
2115,2010-15,2010102218,4,40,41.261500589014986
2115,2010-15,2010102300,4,40,33.91169973266415
2115,2010-15,2010102306,4,33,35.679484081008184
2115,2010-15,2010102312,2,23,28.51385283782281
2115,2010-15,2010102318,1,15,31.023726827294922
2115,2010-15,2010102400,1,12,32.58604541142603
2115,2010-15,2010102406,0,10,22.564618435751072
2117,2010-17,2010102518,4,33,27.048374051716394
2117,2010-17,2010102600,4,35,30.964045496774133
2117,2010-17,2010102606,4,35,28.826011897330943
2117,2010-17,2010102612,4,38,38.21420067735818
2117,2010-17,2010102618,4,38,38.31573686088626
2117,2010-17,2010102700,4,40,37.499518571600106
2117,2010-17,2010102706,5,45,35.801655979956195
2117,2010-17,2010102712,5,50,39.47075237901544
2117,2010-17,2010102718,5,50,38.08096964047161
2117,2010-17,2010102800,5,50,39.93418874313062
2117,2010-17,2010102806,5,50,45.43138338179244
2117,2010-17,2010102812,5,50,49.530863557455234
2117,2010-17,2010102818,5,45,45.4221309142315
2117,2010-17,2010102900,4,40,43.00740459253785
2117,2010-17,2010102906,4,35,42.011312615293434
2117,2010-17,2010102912,4,35,40.7823527103468
2117,2010-17,2010102918,4,35,33.71094125154582
2117,2010-17,2010103000,4,35,27.89381119059624
2117,2010-17,2010103006,3,30,22.65153622223056
2117,2010-17,2010103012,3,28,26.04705768385736
2117,2010-17,2010103018,9,25,26.876584555003205
2117,2010-17,2010103100,9,25,27.302024872072707
2117,2010-17,2010103106,9,20,19.394313367669724
2117,2010-17,2010103112,9,18,18.44498886867791
2121,2011-03,2011050812,2,23,26.088967022973634
2121,2011-03,2011050818,2,23,24.826612065688778
2121,2011-03,2011050900,2,23,28.582241713289022
2121,2011-03,2011050906,2,20,26.25439716038875
